observation_id,source_id,native_record_id,entity_name,entity_type,event_type,title,effective_date,portfolio_snapshot_date,location,stage,amount_band,description,record_url,source_value,source_value_type,portfolio_record_sha256
OBS-CYBER-01-aa2a5edaffc7,SRC-CYBER-01,CVE-2018-17924,CVE-2018-17924,vulnerability,cyber.vulnerability.published,CVE-2018-17924 published,2018-12-07,2026-08-29,Global,published,not_applicable,Historical vulnerability metadata; severity HIGH; weakness CWE-306.,https://nvd.nist.gov/vuln/detail/CVE-2018-17924,8.6,cvss_base_score,905720e135fab714817747b2fe6480c3bf8da0748f768a43f3de244f827a807b
OBS-CYBER-01-0d224e60ff6b,SRC-CYBER-01,CVE-2019-6575,CVE-2019-6575,vulnerability,cyber.vulnerability.published,CVE-2019-6575 published,2019-04-17,2026-08-29,Global,published,not_applicable,"Historical vulnerability metadata; severity HIGH; weakness CWE-248, CWE-755.",https://nvd.nist.gov/vuln/detail/CVE-2019-6575,7.5,cvss_base_score,95b37791440a7cc63749a71a0735d5c68a295c30e84626843780d92f11853704
OBS-CYBER-01-932707c66d0f,SRC-CYBER-01,CVE-2019-10955,CVE-2019-10955,vulnerability,cyber.vulnerability.published,CVE-2019-10955 published,2019-04-25,2026-08-29,Global,published,not_applicable,Historical vulnerability metadata; severity MEDIUM; weakness CWE-601.,https://nvd.nist.gov/vuln/detail/CVE-2019-10955,6.1,cvss_base_score,6623b556d389f41dde12d31c326237662d62521da488ae6e10e528b0b65ce293
OBS-CYBER-01-6252717f9eee,SRC-CYBER-01,CVE-2019-1068,CVE-2019-1068,vulnerability,cyber.vulnerability.published,CVE-2019-1068 published,2019-07-15,2026-08-29,Global,published,not_applicable,"Historical vulnerability metadata; severity HIGH; weakness CWE-20, NVD-CWE-noinfo.",https://nvd.nist.gov/vuln/detail/CVE-2019-1068,8.8,cvss_base_score,d85fad2d06200f691361c1812bb6598004cb1288839fdbf5171355d174801d4c
OBS-CYBER-01-9eb6a52b51bc,SRC-CYBER-01,CVE-2011-4088,CVE-2011-4088,vulnerability,cyber.vulnerability.published,CVE-2011-4088 published,2020-01-31,2026-08-29,Global,published,not_applicable,Historical vulnerability metadata; severity HIGH; weakness CWE-200.,https://nvd.nist.gov/vuln/detail/CVE-2011-4088,7.5,cvss_base_score,2b373ce8f804456d07229010c8f16ccf5a8c5f8e820c899473e1d0ae6d3a0fde
OBS-CYBER-01-532dec84a08d,SRC-CYBER-01,CVE-2020-6984,CVE-2020-6984,vulnerability,cyber.vulnerability.published,CVE-2020-6984 published,2020-03-16,2026-08-29,Global,published,not_applicable,Historical vulnerability metadata; severity HIGH; weakness CWE-327.,https://nvd.nist.gov/vuln/detail/CVE-2020-6984,7.5,cvss_base_score,14c02f26c735086efd03e3e3610188fb0d708511100c9aaeb0d107c3f46171df
OBS-CYBER-01-2921ffad297a,SRC-CYBER-01,CVE-2020-6988,CVE-2020-6988,vulnerability,cyber.vulnerability.published,CVE-2020-6988 published,2020-03-16,2026-08-29,Global,published,not_applicable,"Historical vulnerability metadata; severity HIGH; weakness CWE-287, CWE-603.",https://nvd.nist.gov/vuln/detail/CVE-2020-6988,7.5,cvss_base_score,a3e296306b0a6ca45de9b27c6f4e0a151732320b79bf27144860dd29de8200d9
OBS-CYBER-01-1301696fc577,SRC-CYBER-01,CVE-2020-6990,CVE-2020-6990,vulnerability,cyber.vulnerability.published,CVE-2020-6990 published,2020-03-16,2026-08-29,Global,published,not_applicable,"Historical vulnerability metadata; severity CRITICAL; weakness CWE-321, CWE-798.",https://nvd.nist.gov/vuln/detail/CVE-2020-6990,9.8,cvss_base_score,dd4a2d3c0678e6a9de2a763d4239d228a6f1c076ad151a502dc71662cdcd89db
OBS-CYBER-01-99f5c3bedfba,SRC-CYBER-01,CVE-2021-22659,CVE-2021-22659,vulnerability,cyber.vulnerability.published,CVE-2021-22659 published,2021-03-25,2026-08-29,Global,published,not_applicable,Historical vulnerability metadata; severity HIGH; weakness CWE-120.,https://nvd.nist.gov/vuln/detail/CVE-2021-22659,8.6,cvss_base_score,21c4ba7e6287facec61c0201577395c28ae32b517c095edc1b6e9ba3acd07d6d
OBS-CYBER-01-c82f830b115d,SRC-CYBER-01,CVE-2021-21735,CVE-2021-21735,vulnerability,cyber.vulnerability.published,CVE-2021-21735 published,2021-06-10,2026-08-29,Global,published,not_applicable,Historical vulnerability metadata; severity MEDIUM; weakness CWE-281.,https://nvd.nist.gov/vuln/detail/CVE-2021-21735,6.5,cvss_base_score,1ff22ada2a28a317fcc0d94e634868b1ab7b1f8d1fb14aea830abd93ce8ec168
OBS-CYBER-01-56cb7682f394,SRC-CYBER-01,CVE-2021-28691,CVE-2021-28691,vulnerability,cyber.vulnerability.published,CVE-2021-28691 published,2021-06-29,2026-08-29,Global,published,not_applicable,Historical vulnerability metadata; severity HIGH; weakness CWE-416.,https://nvd.nist.gov/vuln/detail/CVE-2021-28691,7.8,cvss_base_score,cf47ff81ac44272523b69e14cadd7c2f54623f701cf2e050153dfa7a70b0954f
OBS-CYBER-01-43f4f6db85d5,SRC-CYBER-01,CVE-2021-33012,CVE-2021-33012,vulnerability,cyber.vulnerability.published,CVE-2021-33012 published,2021-07-09,2026-08-29,Global,published,not_applicable,"Historical vulnerability metadata; severity HIGH; weakness CWE-20, NVD-CWE-noinfo.",https://nvd.nist.gov/vuln/detail/CVE-2021-33012,8.6,cvss_base_score,d0270db09b943f275856bce920f6b21b9a6bfa3532559048edfde83895c076aa
OBS-CYBER-01-149f6550c061,SRC-CYBER-01,CVE-2021-23758,CVE-2021-23758,vulnerability,cyber.vulnerability.published,CVE-2021-23758 published,2021-12-03,2026-08-29,Global,published,not_applicable,Historical vulnerability metadata; severity HIGH; weakness CWE-502.,https://nvd.nist.gov/vuln/detail/CVE-2021-23758,8.1,cvss_base_score,ab2bc5c2dccf9baef30ae9290ccf536968a0256810165a8d7ad1433af503632d
OBS-CYBER-01-77757889b8da-repeat-02,SRC-CYBER-01,CVE-2015-5287,CVE-2015-5287,vulnerability,cyber.vulnerability.published,CVE-2015-5287 published,2015-12-07,2026-08-29,Global,published,not_applicable,Historical vulnerability metadata; severity HIGH; weakness CWE-59. Repeated collection observation retained in the intake fixture to demonstrate exact source-key deduplication.,https://nvd.nist.gov/vuln/detail/CVE-2015-5287,7.8,cvss_base_score,8b69914ba211fc135694586339da5702810226566a1180844caa2c602c399a8f
