event_id,entity_key,entity_name,entity_type,event_type,title,effective_date,portfolio_snapshot_date,location,stage,amount_band,source_value,source_value_type,corroboration_count,quality_status,source_ids,source_names,evidence_observation_ids,evidence_hashes,record_urls
EVT-a35885e490715ee2,germany,Germany,country,economic.indicator.observed,GDP (current US$) - 2020,2020-12-31,2026-08-29,Germany,historical_observation,not_applicable,3941398957073.94,NY.GDP.MKTP.CD,1,single_source,SRC-MACRO-01,World Bank historical indicators,OBS-MACRO-01-5af88ae238a8,bd61c80c626f9153e797640233d0cf9c0e49d5b0baa285195759db36dd700534,https://api.worldbank.org/v2/country/DE/indicator/NY.GDP.MKTP.CD?date=2020&format=json
EVT-1bb40b332f12df36,germany,Germany,country,economic.indicator.observed,GDP (current US$) - 2021,2021-12-31,2026-08-29,Germany,historical_observation,not_applicable,4355251953410.78,NY.GDP.MKTP.CD,1,single_source,SRC-MACRO-01,World Bank historical indicators,OBS-MACRO-01-723fc6aa7366,6a5c969db5721c69e4ea75be8bc18f66fd8208e89f5351f61c16687b9dc45cc1,https://api.worldbank.org/v2/country/DE/indicator/NY.GDP.MKTP.CD?date=2021&format=json
EVT-6829589f6a2147ea,india,India,country,economic.indicator.observed,GDP (current US$) - 2020,2020-12-31,2026-08-29,India,historical_observation,not_applicable,2674851578587.27,NY.GDP.MKTP.CD,1,single_source,SRC-MACRO-01,World Bank historical indicators,OBS-MACRO-01-6e2fbff2446a,58c030d825c61af612b49c5e373cc5f2c6ec222dce7bfbf4f3aa9463ed8af1b5,https://api.worldbank.org/v2/country/IN/indicator/NY.GDP.MKTP.CD?date=2020&format=json
EVT-e6d69521ea46e624,india,India,country,economic.indicator.observed,GDP (current US$) - 2021,2021-12-31,2026-08-29,India,historical_observation,not_applicable,3167270623260.47,NY.GDP.MKTP.CD,1,single_source,SRC-MACRO-01,World Bank historical indicators,OBS-MACRO-01-fa6d0beea343,75a074a7bfe9c296002214cee5c0d509aa33d99cc33f1614808cf29abf41fa3a,https://api.worldbank.org/v2/country/IN/indicator/NY.GDP.MKTP.CD?date=2021&format=json
EVT-73950f3ea49329cb,japan,Japan,country,economic.indicator.observed,GDP (current US$) - 2020,2020-12-31,2026-08-29,Japan,historical_observation,not_applicable,5054068005376.28,NY.GDP.MKTP.CD,1,single_source,SRC-MACRO-01,World Bank historical indicators,OBS-MACRO-01-6be51b99b54f,fa4b76b8e2150315eef3878316a3c97e9482f50d8751469b8d88616bd432eeae,https://api.worldbank.org/v2/country/JP/indicator/NY.GDP.MKTP.CD?date=2020&format=json
EVT-f2cf2beb56ab136c,japan,Japan,country,economic.indicator.observed,GDP (current US$) - 2021,2021-12-31,2026-08-29,Japan,historical_observation,not_applicable,5039148168861.22,NY.GDP.MKTP.CD,1,single_source,SRC-MACRO-01,World Bank historical indicators,OBS-MACRO-01-a6dbe75959bc,b112aa171afc47aee3d531ba39bc45bfecd9cd3219cdfbba00abc3372dd86dcb,https://api.worldbank.org/v2/country/JP/indicator/NY.GDP.MKTP.CD?date=2021&format=json
EVT-e3c04d536a156157,korea-rep,"Korea, Rep.",country,economic.indicator.observed,GDP (current US$) - 2020,2020-12-31,2026-08-29,"Korea, Rep.",historical_observation,not_applicable,1744070276373.34,NY.GDP.MKTP.CD,1,single_source,SRC-MACRO-01,World Bank historical indicators,OBS-MACRO-01-3d3ffad177e2,26ef95b703bcf563924e6ddba17cc9b51cacac355274b6cd4082277d3cd7197b,https://api.worldbank.org/v2/country/KR/indicator/NY.GDP.MKTP.CD?date=2020&format=json
EVT-2d882c8aff5e97b4,korea-rep,"Korea, Rep.",country,economic.indicator.observed,GDP (current US$) - 2021,2021-12-31,2026-08-29,"Korea, Rep.",historical_observation,not_applicable,1942313560965.9,NY.GDP.MKTP.CD,1,single_source,SRC-MACRO-01,World Bank historical indicators,OBS-MACRO-01-590efdc15b09,97f1be7c36bcaba9522da6dffe63db20b93882ea24cb5b39e0f5f04429428a20,https://api.worldbank.org/v2/country/KR/indicator/NY.GDP.MKTP.CD?date=2021&format=json
EVT-c1da0c300464a10a,mexico,Mexico,country,economic.indicator.observed,GDP (current US$) - 2020,2020-12-31,2026-08-29,Mexico,historical_observation,not_applicable,1121064767308.42,NY.GDP.MKTP.CD,1,single_source,SRC-MACRO-01,World Bank historical indicators,OBS-MACRO-01-4d1c135bfd82,ca8a1bc898cf53bce4a13abf4ff46bbe6fc2b95c2f39d306698bd9ccd98da4d1,https://api.worldbank.org/v2/country/MX/indicator/NY.GDP.MKTP.CD?date=2020&format=json
EVT-7f8d8c7bad504a95,mexico,Mexico,country,economic.indicator.observed,GDP (current US$) - 2021,2021-12-31,2026-08-29,Mexico,historical_observation,not_applicable,1316569466685.95,NY.GDP.MKTP.CD,1,single_source,SRC-MACRO-01,World Bank historical indicators,OBS-MACRO-01-dc372f448c98,3c2ea9207e92c28012c25b3ea91c4aa6164cf54b7766bc169e1af5bf742804a1,https://api.worldbank.org/v2/country/MX/indicator/NY.GDP.MKTP.CD?date=2021&format=json
EVT-174e39b6b431ebb9,south-africa,South Africa,country,economic.indicator.observed,GDP (current US$) - 2020,2020-12-31,2026-08-29,South Africa,historical_observation,not_applicable,337974655408.055,NY.GDP.MKTP.CD,1,single_source,SRC-MACRO-01,World Bank historical indicators,OBS-MACRO-01-507fc77e548a,0b3f17adb542b838077b8ac46a43daa40d2071e91c059ed485bf803781e6034f,https://api.worldbank.org/v2/country/ZA/indicator/NY.GDP.MKTP.CD?date=2020&format=json
EVT-b80c3dd52a4bf695,south-africa,South Africa,country,economic.indicator.observed,GDP (current US$) - 2021,2021-12-31,2026-08-29,South Africa,historical_observation,not_applicable,419986284375.368,NY.GDP.MKTP.CD,1,single_source,SRC-MACRO-01,World Bank historical indicators,OBS-MACRO-01-f1bf1ff9c575,f07617b9df9184efeaee048b555c40da66e5e6594d97720d9a32816c755ca277,https://api.worldbank.org/v2/country/ZA/indicator/NY.GDP.MKTP.CD?date=2021&format=json
EVT-8c9eabb54cdf13e6,united-kingdom,United Kingdom,country,economic.indicator.observed,GDP (current US$) - 2020,2020-12-31,2026-08-29,United Kingdom,historical_observation,not_applicable,2724001478304.59,NY.GDP.MKTP.CD,1,single_source,SRC-MACRO-01,World Bank historical indicators,OBS-MACRO-01-dfb6061250e4,c2858a8282d8d2cb02f4bc2ecb5ca7ceb18ba1acfb029d9da826b55621df8eff,https://api.worldbank.org/v2/country/GB/indicator/NY.GDP.MKTP.CD?date=2020&format=json
EVT-dcb6d21b75c3ec5a,united-kingdom,United Kingdom,country,economic.indicator.observed,GDP (current US$) - 2021,2021-12-31,2026-08-29,United Kingdom,historical_observation,not_applicable,3194559188925.93,NY.GDP.MKTP.CD,1,single_source,SRC-MACRO-01,World Bank historical indicators,OBS-MACRO-01-240509972efc,09d12f9694cfaa60b30a00a68c4ce74ee5d06a04c2eac6298774ad113aff8aec,https://api.worldbank.org/v2/country/GB/indicator/NY.GDP.MKTP.CD?date=2021&format=json
EVT-b53a4480d8c4c222,united-states,United States,country,economic.indicator.observed,GDP (current US$) - 2020,2020-12-31,2026-08-29,United States,historical_observation,not_applicable,21060473613000,NY.GDP.MKTP.CD,1,single_source,SRC-MACRO-01,World Bank historical indicators,OBS-MACRO-01-4ff36f4b95f9,283963fe2963480a7c94985577e49421e26d8f85d3f4c990477f2008a7242e2e,https://api.worldbank.org/v2/country/US/indicator/NY.GDP.MKTP.CD?date=2020&format=json
EVT-4c02a7d1a9a8a61f,united-states,United States,country,economic.indicator.observed,GDP (current US$) - 2021,2021-12-31,2026-08-29,United States,historical_observation,not_applicable,23315080560000,NY.GDP.MKTP.CD,1,single_source,SRC-MACRO-01,World Bank historical indicators,OBS-MACRO-01-3837e985a051,a1ae85346ea7fb142fd4cc0335d23e84cb3061e22e638ed032d4eeeae96e8d13,https://api.worldbank.org/v2/country/US/indicator/NY.GDP.MKTP.CD?date=2021&format=json
